Id,Name,Description,Difficulty,Duration,Family,Mana,School,Speed,TargetEffect,TargetMask,Unknown1,Unknown2,Unknown3
2602,Minor Frost Bane,Increases a shield or piece of armor's resistance to Cold damage by 10%. Additional spells can be layered over this.,1,780,387,10,Item Enchantment,0.01,65,6,25,0,1
2603,Minor Heart Thirst,Increases a weapon's Attack Skill modifier by 3%. Additional spells can be layered over this.,3,780,389,10,Item Enchantment,0.01,59,257,25,0,1
2604,Minor Impenetrability,Improves a shield or piece of armor's Armor value by 20 points. Additional spells can be layered over this.,1,780,391,10,Item Enchantment,0,142,6,25,0,1
2605,Minor Piercing Bane,Increases a shield or piece of armor's resistance to Piercing damage by 10%. Additional spells can be layered over this.,1,780,393,10,Item Enchantment,0.01,59,6,25,0,1
2606,Minor Slashing Bane,Increases a shield or piece of armor's resistance to Slashing damage by 10%. Additional spells can be layered over this.,1,780,395,10,Item Enchantment,0.01,61,6,25,0,1
2607,Minor Storm Bane,Increases a shield or piece of armor's resistance to Electric damage by 10%. Additional spells can be layered over this.,1,780,397,10,Item Enchantment,0.01,67,6,25,0,1
2608,Minor Swift Hunter,Improves a weapon's speed by 10 points. Additional spells can be layered over this.,10,780,399,10,Item Enchantment,0,63,257,25,0,1
2609,Major Acid Ward,Reduces damage the target takes from Acid by 15%. Additional spells can be layered over this.,2,780,285,10,Life Magic,0.01,49,16,0,1,1
2610,Major Bludgeoning Ward,Reduces damage the target takes from Bludgeoning by 15%. Additional spells can be layered over this.,15,780,401,10,Life Magic,0.01,55,16,0,1,1
2611,Major Flame Ward,Reduces damage the target takes from Fire by 15%. Additional spells can be layered over this.,15,780,287,10,Life Magic,0.01,43,16,0,1,1
2612,Major Frost Ward,Reduces damage the target takes from Cold by 15%. Additional spells can be layered over this.,15,780,289,10,Life Magic,0.01,51,16,0,1,1
2613,Major Piercing Ward,Reduces damage the target takes from Piercing by 15%. Additional spells can be layered over this.,15,780,405,10,Life Magic,0.01,45,16,0,1,1
2614,Major Slashing Ward,Reduces damage the target takes from Slashing by 15%. Additional spells can be layered over this.,2,780,403,10,Life Magic,0.01,47,16,0,1,1
2615,Major Storm Ward,Reduces damage the target takes from Lightning by 15%. Additional spells can be layered over this.,2,780,291,10,Life Magic,0.01,53,16,0,1,1
2616,Minor Acid Ward,Reduces damage the target takes from Acid by 10%. Additional spells can be layered over this.,1,780,285,10,Life Magic,0.01,49,16,0,1,1
2617,Minor Bludgeoning Ward,Reduces damage the target takes from Bludgeoning by 10%. Additional spells can be layered over this.,10,780,401,10,Life Magic,0.01,55,16,0,1,1
2618,Minor Flame Ward,Reduces damage the target takes from Fire by 10%. Additional spells can be layered over this.,10,780,287,10,Life Magic,0.01,43,16,0,1,1
2619,Minor Frost Ward,Reduces damage the target takes from Cold by 10%. Additional spells can be layered over this.,10,780,289,10,Life Magic,0.01,51,16,0,1,1
2620,Minor Piercing Ward,Reduces damage the target takes from Piercing by 10%. Additional spells can be layered over this.,10,780,405,10,Life Magic,0.01,45,16,0,1,1
2621,Minor Slashing Ward,Reduces damage the target takes from Slashing by 10%. Additional spells can be layered over this.,1,780,403,10,Life Magic,0.01,47,16,0,1,1
2622,Minor Storm Ward,Reduces damage the target takes from Lightning by 10%. Additional spells can be layered over this.,1,780,291,10,Life Magic,0.01,53,16,0,1,1
2623,Major Health Gain,Increases the rate at which the target regains Health by 30%. Additional spells can be layered over this.,30,780,257,10,Life Magic,0.01,37,16,5,1,1
2624,Major Mana Gain,Increases the rate at which the target regains Mana by 30%. Additional spells can be layered over this.,30,780,259,10,Life Magic,0.01,39,16,5,1,1
2625,Major Stamina Gain,Increases the rate at which the target regains Stamina by 30%. Additional spells can be layered over this.,30,780,407,10,Life Magic,0,41,16,5,1,1
2626,Minor Health Gain,Increases the rate at which the target regains Health by 15%. Additional spells can be layered over this.,15,780,257,10,Life Magic,0.01,37,16,5,1,1
2627,Minor Mana Gain,Increases the rate at which the target regains Mana by 15%. Additional spells can be layered over this.,15,780,259,10,Life Magic,0.01,39,16,5,1,1
2628,Minor Stamina Gain,Increases the rate at which the target regains Stamina by 15%. Additional spells can be layered over this.,15,780,407,10,Life Magic,0,41,16,5,1,1
2629,Huntress' Boon,Increases the bow's base damage value by 5 points. Additional spells can be layered over this.,5,780,323,10,Item Enchantment,0,57,257,25,0,1
2630,Prey's Reflex,Allows the wielder to anticipate the movements of the target. adding 6% to the weapon's attack odds. Additional spells can be layered over this.,6,780,389,10,Item Enchantment,0.01,59,257,25,0,1
2638,Heart of Oak,Increases the target's Self by 20 points.  Additional spells can be layered over this.,3,780,13,10,Creature Enchantment,0.01,14,16,0,1,1
2653,Feeble Willpower,Increases the target's Self by 3 points. Additional spells can be layered over this.,3,780,271,10,Creature Enchantment,0.01,14,16,0,1,1
2654,Feeble Endurance,Increases the target's Endurance by 3 points. Additional spells can be layered over this.,3,780,263,10,Creature Enchantment,0.01,10,16,0,1,1
2655,Feeble Focus,Increases the target's Focus by 3 points. Additional spells can be layered over this.,3,780,269,10,Creature Enchantment,0.01,16,16,0,1,1
2656,Feeble Quickness,Increases the target's Quickness by 15 points. Additional spells can be layered over this.,3,780,265,10,Creature Enchantment,0.01,12,16,0,1,1
2657,Feeble Strength,Increases the target's Strength by 3 points. Additional spells can be layered over this.,3,780,261,10,Creature Enchantment,0.01,6,16,0,1,1
2658,Feeble Coordination,Increases the target's Coordination by 3 points. Additional spells can be layered over this.,3,780,267,10,Creature Enchantment,0.01,8,16,0,1,1
2659,Moderate Coordination,Increases the target's Coordination by 10 points. Additional spells can be layered over this.,10,3600,267,10,Creature Enchantment,0.01,8,16,0,1,1
2660,Moderate Endurance,Increases the target's Endurance by 10 points. Additional spells can be layered over this.,10,780,263,10,Creature Enchantment,0.01,10,16,0,1,1
2661,Moderate Focus,Increases the target's Focus by 10 points. Additional spells can be layered over this.,10,780,269,10,Creature Enchantment,0.01,16,16,0,1,1
2662,Moderate Quickness,Increases the target's Quickness by 10 points. Additional spells can be layered over this.,10,780,265,10,Creature Enchantment,0.01,12,16,0,1,1
2663,Moderate Strength,Increases the target's Strength by 10 points. Additional spells can be layered over this.,10,780,261,10,Creature Enchantment,0.01,6,16,0,1,1
2664,Moderate Willpower,Increases the target's Self by 10 points. Additional spells can be layered over this.,10,780,271,10,Creature Enchantment,0.01,14,16,0,1,1
2668,Nuhmudiras Benefaction,Increases the target's Magic Defense skill by 5 points. Additional spells can be layered over this.,5,780,299,10,Creature Enchantment,0.01,22,16,0,1,1
2669,Nuhmudiras Bestowment,Increases the target's Magic Defense skill by 15 points. Additional spells can be layered over this.,15,780,299,10,Creature Enchantment,0.01,22,16,0,1,1
2670,Nuhmudiras Endowment,Increases the target's Magic Defense skill by 10 points. Additional spells can be layered over this.,10,780,299,10,Creature Enchantment,0.01,22,16,0,1,1
2675,Feeble Light Weapon Aptitude,Increases the target's Light Weapons skill by 3 points. Additional spells can be layered over this.,3,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2676,Feeble Missile Weapon Aptitude,Increases the target's Missile Weapons skill by 3 points. Additional spells can be layered over this.,3,780,331,10,Creature Enchantment,0.01,18,16,0,1,1
2677,Feeble Missile Weapon Aptitude,Increases the target's Missile Weapons skill by 3 points. Additional spells can be layered over this.,3,780,331,10,Creature Enchantment,0.01,18,16,0,1,1
2678,Feeble Finesse Weapon Aptitude,Increases the target's Finesse Weapons skill by 3 points. Additional spells can be layered over this.,3,780,313,10,Creature Enchantment,0.01,18,16,0,1,1
2679,Feeble Light Weapon Aptitude,Increases the target's Light Weapons skill by 3 points. Additional spells can be layered over this.,3,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2680,Feeble Mana Conversion Prowess,Increases the target's Mana Conversion skill by 3 points. Additional spells can be layered over this.,3,780,363,10,Creature Enchantment,0.01,26,16,0,1,1
2681,Feeble Light Weapon Aptitude,Increases the target's Light Weapons skill by 3 points. Additional spells can be layered over this.,3,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2682,Feeble Light Weapon Aptitude,Increases the target's Light Weapons skill by 3 points. Additional spells can be layered over this.,3,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2683,Feeble Heavy Weapon Aptitude,Increases the target's Heavy Weapons skill by 3 points. Additional spells can be layered over this.,3,780,371,10,Creature Enchantment,0.01,18,16,0,1,1
2684,Feeble Missile Weapon Aptitude,Increases the target's Missile Weapons skill by 3 points. Additional spells can be layered over this.,3,780,331,10,Creature Enchantment,0.01,18,16,0,1,1
2685,Feeble Light Weapon Aptitude,Increases the target's Light Weapons skill by 3 points. Additional spells can be layered over this.,3,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2686,Moderate Light Weapon Aptitude,Increases the target's Light Weapons skill by 10 points. Additional spells can be layered over this.,10,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2687,Moderate Missile Weapon Aptitude,Increases the target's Missile Weapons skill by 10 points. Additional spells can be layered over this.,10,780,331,10,Creature Enchantment,0.01,18,16,0,1,1
2688,Moderate Missile Weapon Aptitude,Increases the target's Missile Weapons skill by 10 points. Additional spells can be layered over this.,10,780,331,10,Creature Enchantment,0.01,18,16,0,1,1
2689,Moderate Finesse Weapon Aptitude,Increases the target's Finesse Weapons skill by 10 points. Additional spells can be layered over this.,10,780,313,10,Creature Enchantment,0.01,18,16,0,1,1
2690,Moderate Light Weapon Aptitude,Increases the target's Light Weapons skill by 10 points. Additional spells can be layered over this.,10,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2691,Moderate Mana Conversion Prowess,Increases the target's Mana Conversion skill by 10 points. Additional spells can be layered over this.,10,780,363,10,Creature Enchantment,0.01,26,16,0,1,1
2692,Moderate Light Weapon Aptitude,Increases the target's Light Weapons skill by 10 points. Additional spells can be layered over this.,10,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2693,Moderate Light Weapon Aptitude,Increases the target's Light Weapons skill by 10 points. Additional spells can be layered over this.,10,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2694,Moderate Heavy Weapon Aptitude,Increases the target's Heavy Weapons skill by 10 points. Additional spells can be layered over this.,10,780,371,10,Creature Enchantment,0.01,18,16,0,1,1
2695,Moderate Missile Weapon Aptitude,Increases the target's Missile Weapons skill by 10 points. Additional spells can be layered over this.,10,780,331,10,Creature Enchantment,0.01,18,16,0,1,1
2696,Moderate Light Weapon Aptitude,Increases the target's Light Weapons skill by 10 points. Additional spells can be layered over this.,10,780,311,10,Creature Enchantment,0.01,18,16,0,1,1
2809,Moderate Arcane Prowess,Increases the target's Arcane Lore skill by 10 points. Additional spells can be layered over this.,10,780,335,10,Creature Enchantment,0.01,26,16,0,1,1
2810,Moderate Life Magic Aptitude,Increases the target's Life Magic skill by 10 points. Additional spells can be layered over this.,10,780,357,10,Creature Enchantment,0.01,26,16,0,1,1
2811,Moderate Magic Resistance,Increases the target's Magic Defense skill by 10 points. Additional spells can be layered over this.,10,780,299,10,Creature Enchantment,0.01,22,16,0,1,1
2812,Moderate War Magic Aptitude,Increases the target's War Magic skill by 10 points. Additional spells can be layered over this.,10,780,255,10,Creature Enchantment,0.01,26,16,0,1,1
2928,Tusker Hide,Increases the target's natural armor by 200 points.,250,5400,115,100,Life Magic,0.15,55,16,5,0.25,1
2929,Tusker Might,Increases the caster's strength by 35.,276,5400,1,100,Creature Enchantment,0.15,6,16,0,0,1
2930,Tusker Skin,Boosts a piece of armor by 200 points.,253,5400,160,70,Item Enchantment,0.15,142,6,25,0,1
2937,Moderate Impregnability,Increases the target's Missile Defense skill by 10 points. Additional spells can be layered over this.,10,780,297,10,Creature Enchantment,0.01,22,16,0,1,1
2938,Moderate Invulnerability,Increases the target's Melee Defense skill by 10 points. Additional spells can be layered over this.,10,780,351,10,Creature Enchantment,0.01,22,16,0,1,1
2946,Moderate Creature Magic Aptitude,Increases the target's Creature Magic skill by 10 points. Additional spells can be layered over this.,10,780,251,10,Creature Enchantment,0.01,26,16,0,1,1
2948,Hieromancer's Great Ward,Improves a shield or piece of armor's armor value by 220 points. This spell resonates in harmony with the natural frequency of Thaumaturgic Plate crystal.,200,780,190,50,Item Enchantment,0.2,142,6,25,0,1
2949,Lightbringer's Way,Enhances the mettle and conviction of a weapon so that the metal bites deeper. The damage of the weapon is increased by 21 points.,250,2700,154,60,Item Enchantment,0.3,57,257,25,0,1
2963,Cunning of the Hunter,My prey shall know the bite of my steel long before it becomes aware of my presence. Increases the base offense bonus of a weapon by 18%.,500,780,152,10,Item Enchantment,0.01,59,257,25,0,1
2964,Mark of the Hunter,I shall be known by motion and cunning. all shall fear my mark. Increases the Melee Defense skill modifier of a weapon or magic caster by 18%.,500,780,156,10,Item Enchantment,0.01,61,33025,25,0,1
2966,Murderous Thirst,I shall drink the blood of my victims and it shall nourish my fevered desire. Increases the base damage of a weapon by 26.,500,780,154,10,Item Enchantment,0,57,257,25,0,1
2967,Speed of the Hunter,My movements shall become as the wind. silent and swift. Decrease the base speed of a weapon by 30.,500,780,158,10,Item Enchantment,0,63,257,25,0,1
2968,Vision of the Hunter,I will see with a sight beyond sight. Increases the base damage bonus of a weapon by 18%.,500,780,325,10,Item Enchantment,0.01,59,257,25,0,1
2975,Moderate Item Enchantment Aptitude,Increases the target's Item Enchantment skill by 10 points. Additional spells can be layered over this.,10,780,253,10,Creature Enchantment,0.01,26,16,0,1,1
2979,Destiny's Wind,Increases maximum mana by 100 points.,100,5400,283,70,Life Magic,0.3,33,16,0,0,1
2980,Endless Vigor,Increases maximum stamina by 100 points.,350,5400,81,100,Life Magic,0.3,35,16,0,0,1
2986,Vim,Increases maximum stamina by 15 points.,15,5400,81,100,Life Magic,0.3,35,16,0,0,1
2987,Volition,Increases maximum mana by 15 points.,15,5400,283,70,Life Magic,0.3,33,16,0,0,1
2991,Winter's Kiss,Reduces damage the target takes from Cold by 13%. Additional spells can be layered over this.,13,7200,289,10,Life Magic,0.01,51,16,0,1,1
2993,Grace of the Unicorn,Increases the target's Coordination by 2 points. Additional spells. including cantrips. can be layered over this.,2,10800,413,10,Creature Enchantment,0.01,14,16,0,1,1
2995,Power of the Dragon,Increases the target's Strength by 2 points. Additional spells. including Cantrips. can be layered over this.,2,10800,414,10,Creature Enchantment,0.01,14,16,0,1,1
2997,Splendor of the Firebird,Increases the target's Focus by 2 points. Additional spells. including cantrips. can be layered over this.,2,10800,415,10,Creature Enchantment,0.01,14,16,0,1,1
2999,Endurance of the Abyss,Increases the target's Endurance by 2 points. Additional spells. including Cantrips. can be layered over this.,2,780,416,10,Creature Enchantment,0.01,8,16,0,1,1
3002,Will of the Quiddity,Increases the target's Self by 2 points. Additional spells can be layered over this.,2,780,417,10,Creature Enchantment,0.01,6,16,0,1,1
3005,Dispersion,Enhances the target's base Magic Defense by 1%. this can be layered with other spells.,1,780,420,10,Creature Enchantment,0.01,8,16,0,1,1
3006,Foresight,Enhances the target's base Missile Defense by 1%. other spells can be layered on top of this spell.,1,780,419,10,Creature Enchantment,0.01,8,16,0,1,1
3007,Uncanny Dodge,Enhances the target's base Melee Defense by 1%,1,780,418,10,Creature Enchantment,0.01,8,16,0,1,1
3008,Finesse,Increases the target's Coordination by 8 points. Additional spells can be layered over this.,8,780,267,40,Creature Enchantment,0.15,8,16,5,0.55,1
3009,Thew,Increases the target's Strength by 8 points. Additional spells can be layered over this.,8,780,261,10,Creature Enchantment,0.01,6,16,0,1,1
3010,Zeal,Increases the target's Endurance by 8 points. Additional spells can be layered over this.,8,780,263,10,Creature Enchantment,0.01,10,16,0,1,1
3011,Endless Sight,Increases the target's Crossbow Skill by 8 points. Additional spells can be layered over this.,8,780,341,40,Creature Enchantment,0.15,18,16,5,0.55,1
3012,Far Sight,Increases the target's Bow Skill by 8 points. Additional spells can be layered over this.,8,780,331,40,Creature Enchantment,0.15,18,16,5,0.55,1
3013,Fruit of the Oasis,Increases the rate at which the target regains Health by 20%. Additional spells can be layered over this.,20,780,257,10,Life Magic,0.01,37,16,5,1,1
3014,Water of the Oasis,Increases the rate at which the target regains Mana by 20%. Additional spells can be layered over this.,20,780,259,10,Life Magic,0.01,39,16,5,1,1
3015,Shade of the Oasis,Increases the rate at which the target regains Stamina by 20%. Additional spells can be layered over this.,20,780,407,10,Life Magic,0,41,16,5,1,1
3016,Raptor's Sight,Increases the target's Thrown Weapons Skill by 8 points. Additional spells can be layered over this.,8,780,373,40,Creature Enchantment,0.15,18,16,5,0.55,1
3034,Benediction of Immortality,Increases the target's Health by 7 points. Additional spells. including Cantrips. can be layered over this.,500,780,422,10,Creature Enchantment,0.01,6,16,0,1,1
3035,Closing of the Great Divide,Increases the target's Item Enchantment by 3 points. Additional spells. including Cantrips. can be layered over this.,500,780,423,10,Creature Enchantment,0.01,8,16,0,1,1
3044,Lesser Benediction of Immortality,Increases the target's Health by 3 points. Additional spells. including Cantrips. can be layered over this.,500,780,422,10,Creature Enchantment,0.01,6,16,0,1,1
3045,Lesser Closing of the Great Divide,Increases the target's Item Enchantment by 1 point. Additional spells. including Cantrips. can be layered over this.,500,780,423,10,Creature Enchantment,0.01,8,16,0,1,1
3046,Lesser Mists of Bur,Increases the target's natural armor by 195 points.,240,3600,115,50,Life Magic,0.2,55,16,5,0.4,1
3048,Minor Benediction of Immortality,Increases the target's Health by 5 points. Additional spells. including Cantrips. can be layered over this.,500,780,422,10,Creature Enchantment,0.01,6,16,0,1,1
3049,Minor Closing of the Great Divide,Increases the target's Item Enchantment by 2 points. Additional spells. including Cantrips. can be layered over this.,500,780,423,10,Creature Enchantment,0.01,8,16,0,1,1
3050,Minor Mists of Bur,Increases the target's natural armor by 205 points.,255,1800,115,50,Life Magic,0.2,55,16,5,0.4,1
3052,Mists of Bur,Increases the target's natural armor by 230 points.,305,1800,115,50,Life Magic,0.2,55,16,5,0.4,1
3092,Lesser Skin of the Fiazhat,Improves a shield or piece of armor's armor value by 180 points.,180,3600,160,70,Item Enchantment,0.15,142,6,25,0,1
3093,Minor Skin of the Fiazhat,Improves a shield or piece of armor's armor value by 205 points.,255,3600,160,70,Item Enchantment,0.15,142,6,25,0,1
3094,Skin of the Fiazhat,Improves a shield or piece of armor's armor value by 225 points.,305,3600,160,70,Item Enchantment,0.15,142,6,25,0,1
3152,Inferior Scythe Aegis,Reduces damage the target takes from Slashing by 52%.,245,3600,113,40,Life Magic,0.15,47,16,5,0.55,0
3153,Lesser Scythe Aegis,Reduces damage the target takes from Slashing by 45%.,195,3600,113,50,Life Magic,0.2,47,16,5,0.4,0
3154,Scythe Aegis,Reduces damage the target takes from Slashing by 62%.,295,3600,113,60,Life Magic,0.3,47,16,5,0.25,0
3199,Minor Hermetic Link,Increases a magic casting implement's mana conversion bonus by 10%.,10,1800,425,10,Item Enchantment,0.01,67,33025,25,0,1
3200,Major Hermetic Link,Increases a magic casting implement's mana conversion bonus by 20%.,20,1800,425,10,Item Enchantment,0.01,67,33025,25,0,1
3201,Feeble Hermetic Link,Increases a magic casting implement's mana conversion bonus by 5%.,5,1800,425,10,Item Enchantment,0.01,67,33025,25,0,1
3202,Moderate Hermetic Link,Increases a magic casting implement's mana conversion bonus by 15%.,15,1800,425,10,Item Enchantment,0.01,67,33025,25,0,1
3217,Cascade,Increases the target's Missile Weapons skill by 12 points.,12,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3218,Greater Cascade,Increases the target's Missile Weapons skill by 15 points.,15,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3219,Lesser Cascade,Increases the target's Missile Weapons skill by 8 points.,8,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3220,Cascade,Increases the target's Missile Weapons skill by 12 points.,12,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3221,Greater Cascade,Increases the target's Missile Weapons skill by 15 points.,15,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3222,Lesser Cascade,Increases the target's Missile Weapons skill by 8 points.,8,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3223,Cascade,Increases the target's Mana Conversion skill by 12 points.,12,780,363,30,Creature Enchantment,0.1,18,16,5,0.7,1
3224,Greater Cascade,Increases the target's Mana Conversion skill by 15 points.,15,780,363,30,Creature Enchantment,0.1,18,16,5,0.7,1
3225,Lesser Cascade,Increases the target's Mana Conversion skill by 8 points.,8,780,363,30,Creature Enchantment,0.1,18,16,5,0.7,1
3226,Cascade,Increases the target's Heavy Weapons skill by 12 points.,12,780,371,30,Creature Enchantment,0.1,18,16,5,0.7,1
3227,Greater Cascade,Increases the target's Heavy Weapons skill by 15 points.,15,780,371,30,Creature Enchantment,0.1,18,16,5,0.7,1
3228,Lesser Cascade,Increases the target's Heavy Weapons skill by 8 points.,8,780,371,30,Creature Enchantment,0.1,18,16,5,0.7,1
3229,Cascade,Increases the target's Light Weapons skill by 12 points.,12,780,311,10,Creature Enchantment,0.01,18,16,5,1,1
3230,Greater Cascade,Increases the target's Light Weapons skill by 15 points.,15,780,311,10,Creature Enchantment,0.01,18,16,5,1,1
3231,Lesser Cascade,Increases the target's Light Weapons skill by 8 points.,8,780,311,10,Creature Enchantment,0.01,18,16,5,1,1
3232,Cascade,Increases the target's Missile Weapons skill by 12 points.,12,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3233,Greater Cascade,Increases the target's Missile Weapons skill by 15 points.,15,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3234,Lesser Cascade,Increases the target's Missile Weapons skill by 8 points.,8,780,331,30,Creature Enchantment,0.1,18,16,5,0.7,1
3235,Dark Power,A dark power suffuses your being. increasing your Self by 2.,2,10800,417,10,Creature Enchantment,0.01,14,16,0,1,1
3237,Fanaticism,A fervent need for destruction increases your War Magic skill by 2.,2,10800,426,10,Creature Enchantment,0.01,26,16,0,1,1
3243,Consecration,The innate magic of the Homunculus enhances your Item Enchantment skill by 2.,2,10800,431,10,Creature Enchantment,0.01,26,16,0,1,1
3244,Divine Manipulation,The power to show creatures the way surges through you. Increases your Creature Enchantment skill by 2.,2,10800,430,10,Creature Enchantment,0.01,26,16,0,1,1
3245,Sacrosanct Touch,You feel urged to bless the worthy and punish the unworthy. Increases your Life Magic skill by 2.,2,10800,429,10,Creature Enchantment,0.01,26,16,0,1,1
3249,Ghostly Chorus,A vision of a ghostly chorus sings to you. lifting your spirits and empowering you. Your rate of Mana Renewal increases by 200% for one hour.,1000,3600,97,60,Life Magic,0.2,39,16,0,0,1
3250,Major Spirit Thirst,Increases the elemental damage bonus of an elemental magic caster by 3%. Additional spells can be layered over this.,3,780,323,10,Item Enchantment,0,57,32768,25,0,1
3251,Minor Spirit Thirst,Increases the elemental damage bonus of an elemental magic caster by 1%. Additional spells can be layered over this.,1,780,323,10,Item Enchantment,0,57,32768,25,0,1
3252,Spirit Thirst,Increases a caster's damage mod by 0.02 points. Additional spells can be layered over this.,2,780,323,10,Item Enchantment,0,57,32768,25,0,1
3253,Spirit Drinker I,Increases the elemental damage bonus of an elemental magic caster by 1%.,1,1800,154,10,Item Enchantment,0,57,32768,25,0,1
3254,Spirit Drinker II,Increases the elemental damage bonus of an elemental magic caster by 2%.,50,1800,154,20,Item Enchantment,0.05,57,32768,25,0,1
3255,Spirit Drinker III,Increases the elemental damage bonus of an elemental magic caster by 3%.,100,1800,154,30,Item Enchantment,0.1,57,32768,25,0,1
3256,Spirit Drinker IV,Increases the elemental damage bonus of an elemental magic caster by 4%.,150,1800,154,40,Item Enchantment,0.15,57,32768,25,0,1
3257,Spirit Drinker V,Increases the elemental damage bonus of an elemental magic caster by 5%.,200,1800,154,50,Item Enchantment,0.2,57,32768,25,0,1
3258,Spirit Drinker VI,Increases the elemental damage bonus of an elemental magic caster by 6%.,250,2700,154,60,Item Enchantment,0.3,57,32768,25,0,1
3259,Infected Spirit Caress,Increases the elemental damage bonus of an elemental magic caster by 7%.,300,3600,154,70,Item Enchantment,0.15,57,32768,25,0,1
3308,Flange Aegis,Reduces damage the target takes from Bludgeoning by 62%.,295,3600,103,60,Life Magic,0.3,47,16,5,0.25,0
3309,Inferior Flange Aegis,Reduces damage the target takes from Bludgeoning by 52%.,245,3600,103,40,Life Magic,0.15,47,16,5,0.55,0
3310,Inferior Lance Aegis,Reduces damage the target takes from Piercing by 52%.,245,3600,111,40,Life Magic,0.15,47,16,5,0.55,0
3311,Lance Aegis,Reduces damage the target takes from Piercing by 62%.,295,3600,111,60,Life Magic,0.3,47,16,5,0.25,0
3312,Lesser Flange Aegis,Reduces damage the target takes from Bludgeoning by 45%.,195,3600,103,50,Life Magic,0.2,47,16,5,0.4,0
3313,Lesser Lance Aegis,Reduces damage the target takes from Piercing by 45%.,195,3600,111,50,Life Magic,0.2,47,16,5,0.4,0
3361,The Art of Destruction,Increases the target's War Magic skill by 11%.,351,780,49,10,Creature Enchantment,0.01,26,16,0,1,1
3362,Blessing of the Horn,Increases the target's Magic Defense skill by 8 points.,8,780,299,10,Creature Enchantment,0.01,22,16,0,1,1
3363,Blessing of the Scale,Increases the target's Melee Defense skill by 8 points.,8,780,351,10,Creature Enchantment,0.01,22,16,0,1,1
3364,Blessing of the Wing,Increases the target's Missile Defense skill by 8 points.,8,780,297,10,Creature Enchantment,0.01,22,16,0,1,1
3365,Gift of Enhancement,Increases the target's Creature Enchantement by 11%.,351,780,43,10,Creature Enchantment,0.01,26,16,0,1,1
3366,The Heart's Touch,Increases the target's Life Magic skill by 11%.,351,780,47,10,Creature Enchantment,0.01,26,16,0,1,1
3367,Leaping Legs,Increases the target's Jump skill by 11%.,351,780,69,10,Creature Enchantment,0.01,24,16,0,1,1
3368,Mage's Understanding,Increases the target's Mana Conversion skill by 11%.,351,780,51,10,Creature Enchantment,0.01,26,16,0,1,1
3369,On the Run,Increases the target's Run skill by 11%.,351,780,77,10,Creature Enchantment,0.01,24,16,0,1,1
3370,Power of Enchantment,Increases the target's Item Enchantment skill by 11%.,351,780,45,10,Creature Enchantment,0.01,26,16,0,1,1
3376,Lesser Vision Beyond the Grave,Enhances your understanding of the flux between worlds.,1,3600,433,10,Creature Enchantment,0.01,14,16,0,1,1
3377,Minor Vision Beyond the Grave,Enhances your understanding of the flux between worlds.,2,3600,433,10,Creature Enchantment,0.01,14,16,0,1,1
3378,Vision Beyond the Grave,Enhances your understanding of the flux between worlds.,3,3600,433,10,Creature Enchantment,0.01,14,16,0,1,1
3405,Gift of the Fiazhat,The gift of the Fiazhat enhances your magical capacity.,15,3600,432,10,Creature Enchantment,0.01,33,16,0,1,1
3408,Lesser Gift of the Fiazhat,The gift of the Fiazhat enhances your magical capacity.,5,3600,432,10,Creature Enchantment,0.01,33,16,0,1,1
3410,Minor Gift of the Fiazhat,The gift of the Fiazhat enhances your magical capacity.,10,3600,432,10,Creature Enchantment,0.01,33,16,0,1,1
3430,Inferior Scourge Aegis,Reduces damage the target takes from Acid by 52%.,245,3600,101,40,Life Magic,0.15,49,16,5,0.55,0
3431,Lesser Scourge Aegis,Reduces damage the target takes from Acid by 45%.,195,3600,101,40,Life Magic,0.15,49,16,5,0.55,0
3432,Scourge Aegis,Reduces damage the target takes from Acid by 62%.,295,3600,101,40,Life Magic,0.15,49,16,5,0.55,0
3434,Eyes Beyond the Mist,Enhances your understanding of the flux between worlds.,3,3600,434,10,Creature Enchantment,0.01,26,16,0,1,1
3436,Lesser Eyes Beyond the Mist,Enhances your understanding of the flux between worlds.,1,3600,434,10,Creature Enchantment,0.01,26,16,0,1,1
3438,Minor Eyes Beyond the Mist,Enhances your understanding of the flux between worlds.,2,3600,434,10,Creature Enchantment,0.01,26,16,0,1,1
3440,Health of the Lugian,Increase target's natural healing rate by 125%.,311,7200,93,10,Life Magic,0.15,37,16,5,0.25,1
3441,Insight of the Lugian,Increases the target's natural mana rate by 125%.,351,7200,97,10,Life Magic,0.15,39,16,5,0.25,1
