Id,Name,Description,Difficulty,Duration,Family,Mana,School,Speed,TargetEffect,TargetMask,Unknown1,Unknown2,Unknown3
3563,Portal Sending,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3564,Portal Sending,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3565,Portal Sending,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3566,Portal Sending,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3567,Fiun Flee,Increases the target's Run skill by 15 points. Additional spells can be layered over this.,15,780,515,10,Creature Enchantment,0.01,26,16,0,1,1
3568,Fiun Efficiency,Increases the target's Mana Conversion skill by 10 points. Additional spells can be layered over this.,10,780,516,10,Creature Enchantment,0.01,26,16,0,1,1
3569,Mana Boost,Raises mana by 10% for 30 minutes.,300,1800,412,10,Creature Enchantment,0.01,14,16,5,0.25,1
3570,Stamina Boost,Raises Stamina by 10% for 30 minutes.,300,1800,411,10,Creature Enchantment,0.01,6,16,0,1,1
3571,Health Boost,Raises health by 10% for 30 minutes.,300,1800,410,10,Creature Enchantment,0.01,6,16,5,0.25,1
3572,Inner Brilliance,Raises target's Focus by 12 points. Additional spells can be layered over this.,12,600,269,10,Creature Enchantment,0.01,16,16,0,1,1
3573,Inner Might,Raises target's Strength by 12 points. Additional spells can be layered over this.,12,600,261,10,Creature Enchantment,0.01,6,16,0,1,1
3574,Inner Will,Raises target's Self by 12 points. Additional spells can be layered over this.,12,600,271,10,Creature Enchantment,0.01,14,16,0,1,1
3575,Perfect Balance,Raises target's Coordination by 12 points. Additional spells can be layered over this.,12,600,267,10,Creature Enchantment,0.01,8,16,0,1,1
3576,Perfect Health,Raises target's Endurance by 12 points. Additional spells can be layered over this.,12,600,263,10,Creature Enchantment,0.01,10,16,0,1,1
3577,Perfect Speed,Raises target's Quickness by 12 points. Additional spells can be layered over this.,12,600,265,10,Creature Enchantment,0.01,12,16,0,1,1
3578,Depths of Liazk Itzi's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3579,Underpassage of Liazk Itzi's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3580,Center of Liazk Itzi's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3581,Secrets of Liazk Itzi's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3582,Eaten!,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3583,Regurgitated,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3584,Qin Xikit's Receiving Chamber,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3585,Eaten!,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3586,Qin Xikit's Antechamber,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3587,Portal Sending,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3588,Secrets of Qin Xikit's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3589,Qin Xikit's Tomb,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3590,Regurgitated!,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3591,Access to Xi Ru's Font,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3592,Qin Xikit's Island,Summons a portal to Qin Xikit's Island.,351,900,203,110,Item Enchantment,1,0,65536,0,0,1
3593,Eaten!,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3594,Underpassage of Hizk Ri's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3595,Underpassage of Hizk Ri's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3596,Center of Hizk Ri's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3597,Secrets of Hizk Ri's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3598,Regurgitated,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3599,Eaten!,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3600,Depths of Ixir Zi's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3601,Underpassage of Ixir Zi's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3602,Center of Ixir Zi's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3603,Secrets of Ixir Zi's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3604,Regurgitated,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3605,Portal to Cragstone,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3606,Eaten!,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3607,Depth's of Izji Qo's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3608,Underpassage of Izji Qo's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3609,Center of Izji Qo's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3610,Secrets of Izji Qo's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3611,Regurgitated,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3612,Eaten!,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3613,Regurgitated,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3614,Underpassage of Kivik Lir's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3615,Center of Kivik Lir's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3616,Secrets of Kivik Lir's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3617,Depths of Kivik Lir's Temple,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3618,Portal to Western Aphus Lassel,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3619,Portal to the Black Death Catacombs,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3620,Portal to Black Spawn Den,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3621,Portal to Black Spawn Den,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3622,Portal to Black Spawn Den,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3623,Portal to Center of the Obsidian Plains,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3624,Portal to Hills Citadel,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3625,Portal to the Kara Wetlands,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3626,Portal to the Marescent Plateau Base,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3627,Portal to Neydisa Castle,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3628,Portal to the Northern Landbridge,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3629,Portal to the Olthoi Horde Nest,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3630,Portal to the Olthoi North,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3631,Portal to the Renegade Fortress,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3632,Portal to Ridge Citadel,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3633,Portal to the Southern Landbridge,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3634,Portal To Valley of Death,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3635,Portal to Wilderness Citadel,Transports the target to the specified destination.,125,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
3636,Kern's Boon,Increases the target's Light Weapons skill by 2 points. Additional spells can be layered over this.,2,600,438,10,Creature Enchantment,0.01,18,16,0,1,1
3637,Ranger's Boon,Increases the target's Missile Weapons skill by 2 points. Additional spells can be layered over this.,2,780,439,10,Creature Enchantment,0.01,18,16,0,1,1
3638,Ranger's Boon,Increases the target's Missile Weapons skill by 2 points. Additional spells can be layered over this.,2,780,439,10,Creature Enchantment,0.01,18,16,0,1,1
3639,Ranger's Boon,Increases the target's Missile Weapons skill by 2 points. Additional spells can be layered over this.,2,780,439,10,Creature Enchantment,0.01,18,16,0,1,1
3640,Enchanter's Boon,Increases the target's Creature Enchantment skill by 2 points. Additional spells can be layered over this.,2,780,430,10,Creature Enchantment,0.01,26,16,0,1,1
3641,Hieromancer's Boon,Increases the target's War Magic skill by 2 points. Additional spells can be layered over this.,2,780,426,10,Creature Enchantment,0.01,26,16,0,1,1
3642,Fencer's Boon,Increases the target's Finesse Weapons skill by 2 points. Additional spells can be layered over this.,2,780,442,10,Creature Enchantment,0.01,18,16,0,1,1
3643,Life Giver's Boon,Increases the target's Life Magic skill by 2 points. Additional spells can be layered over this.,2,780,429,10,Creature Enchantment,0.01,26,16,0,1,1
3644,Kern's Boon,Increases the target's Light Weapons skill by 2 points. Additional spells can be layered over this.,2,600,438,10,Creature Enchantment,0.01,18,16,0,1,1
3645,Kern's Boon,Increases the target's Light Weapons skill by 2 points. Additional spells can be layered over this.,2,600,438,10,Creature Enchantment,0.01,18,16,0,1,1
3646,Kern's Boon,Increases the target's Light Weapons skill by 2 points. Additional spells can be layered over this.,2,600,438,10,Creature Enchantment,0.01,18,16,0,1,1
3647,Kern's Boon,Increases the target's Light Weapons skill by 2 points. Additional spells can be layered over this.,2,600,438,10,Creature Enchantment,0.01,18,16,0,1,1
3648,Soldier's Boon,Increases the target's Heavy Weapons skill by 2 points. Additional spells can be layered over this.,2,780,447,10,Creature Enchantment,0.01,18,16,0,1,1
3649,Aerfalle's Embrace,Decreases the attributes of all fellowship members by 45 points for 120 seconds.,325,120,421,70,Creature Enchantment,0.15,38,16,5,0.25,1
3650,Aerfalle's Enforcement,Lowers all fellowship members skills by 45 points for 120 seconds.,325,120,424,70,Creature Enchantment,0.15,52,16,5,0.25,1
3651,Aerfalle's Gaze,Lowers target's skills by 45 points for 120 seconds.,325,120,424,70,Creature Enchantment,0.15,52,16,5,0.25,0
3652,Aerfalle's Touch,Decreases all of the target's attributes by 45 points for 120 seconds.,325,120,421,300,Creature Enchantment,0.35,38,16,5,0.25,1
3653,Acid Blast III,Shoots three streams of acid toward the target. Each stream does 11-21 points of acid damage to the first thing it hits.,125,-1,131,15,War Magic,0.01,0,16,30,0.7,1
3654,Acid Volley I,Shoots three streams of acid toward the target. Each stream does 4-10 points of acid damage to the first thing it hits.,125,-1,207,5,War Magic,0.15,0,16,30,0.5,1
3655,Acid Volley II,Shoots three streams of acid toward the target. Each stream does 8-16 points of acid damage to the first thing it hits.,175,-1,207,20,War Magic,0.2,0,16,30,0.4,1
3656,Blade Blast III,Shoots three whirling blades outward from the caster. Each blade does 11-21 points of slashing damage to the first thing it hits.,125,-1,137,15,War Magic,0.15,0,16,30,0.5,1
3657,Blade Blast IV,Shoots three whirling blades outward from the caster. Each blade does 11-21 points of slashing damage to the first thing it hits.,175,-1,137,20,War Magic,0.2,0,16,30,0.4,1
3658,Blade Volley I,Shoots three whirling blades toward the target. Each blade does 4-10 points of Slashing damage to the first thing it hits.,125,-1,213,5,War Magic,0.15,0,16,30,0.5,1
3659,Blade Volley II,Shoots three whirling blades toward the target. Each blade does 8-16 points of Slashing damage to the first thing it hits.,175,-1,213,10,War Magic,0.2,0,16,30,0.4,1
3660,Bludgeoning Volley I,Shoots three shock waves toward the target. Each wave does 4-10 points of bludgeoning damage to the first thing it hits.,125,-1,208,15,War Magic,0.15,0,16,30,0.5,1
3661,Bludgeoning Volley II,Shoots three shock waves toward the target. Each wave does 8-16 points of bludgeoning damage to the first thing it hits.,175,-1,208,20,War Magic,0.2,0,16,30,0.4,1
3662,Flame Blast I,Shoots three streams of acid toward the target. Each stream does 11-21 points of acid damage to the first thing it hits.,75,-1,135,40,War Magic,0.2,0,16,15,0.33,1
3663,Flame Volley III,Shoots three bolts of flame toward the target. Each bolt does 4-10 points of fire damage to the first thing it hits.,125,-1,211,15,War Magic,0.15,0,16,15,0.5,1
3664,Flame Volley IV,Shoots three bolts of flame toward the target. Each bolt does 8-16 points of fire damage to the first thing it hits.,175,-1,211,20,War Magic,0.2,0,16,15,0.4,1
3665,Force Blast III,Shoots three force bolts outward from the caster. Each bolt does 11-21 points of piercing damage to the first thing it hits.,125,-1,136,15,War Magic,0.15,0,16,30,0.5,1
3666,Force Blast IV,Shoots three force bolts outward from the caster. Each bolt does 11-21 points of piercing damage to the first thing it hits.,175,-1,136,20,War Magic,0.3,0,16,30,0.4,1
3667,Force Volley III,Shoots three bolts of force toward the target. Each bolt does 4-10 points of piercing damage to the first thing it hits.,125,-1,212,15,War Magic,0.15,0,16,30,0.5,1
3668,Force Volley IV,Shoots three bolts of force toward the target. Each bolt does 8-16 points of piercing damage to the first thing it hits.,175,-1,212,20,War Magic,0.2,0,16,30,0.4,1
3669,Frost Blast III,Shoots three bolts of frost outward from the caster. Each bolt does 11-21 points of cold damage to the first thing it hits.,125,-1,133,15,War Magic,0.15,0,0,30,0.5,1
3670,Frost Blast IV,Shoots three bolts of frost outward from the caster. Each bolt does 11-21 points of cold damage to the first thing it hits.,175,-1,133,20,War Magic,0.2,0,0,30,0.4,1
3671,Frost Volley III,Shoots three bolts of frost toward the target. Each bolt does 4-10 points of cold damage to the first thing it hits.,125,-1,209,15,War Magic,0.15,0,16,30,0.5,1
3672,Frost Volley IV,Shoots three bolts of frost toward the target. Each bolt does 8-16 points of cold damage to the first thing it hits.,175,-1,209,20,War Magic,0.2,0,16,30,0.4,1
3673,Lightning Blast III,Shoots three bolts of lightning outward from the caster. Each bolt does 11-21 points of electric damage to the first thing it hits.,125,-1,134,15,War Magic,0.15,0,16,30,0.5,1
3674,Lightning Blast IV,Shoots three bolts of lightning outward from the caster. Each bolt does 11-21 points of electric damage to the first thing it hits.,175,-1,134,20,War Magic,0.2,0,16,30,0.4,1
3675,Lightning Volley III,Shoots three bolts of lightning toward the target. Each bolt does 4-10 points of electric damage to the first thing it hits.,125,-1,210,15,War Magic,0.15,0,16,30,0.5,1
3676,Lightning Volley IV,Shoots three bolts of lightning toward the target. Each bolt does 8-16 points of electric damage to the first thing it hits.,175,-1,210,20,War Magic,0.2,0,16,30,0.4,1
3677,Shock Blast III,Shoots three shock waves outward from the caster. Each wave does 11-21 points of damage to the first thing it hits.,125,-1,132,15,War Magic,0.15,0,16,30,0.5,1
3678,Shock Blast IV,Shoots three shock waves outward from the caster. Each wave does 11-21 points of damage to the first thing it hits.,175,-1,132,20,War Magic,0.2,0,16,30,0.4,1
3679,Prodigal Acid Bane,Increases a shield or piece of armor's resistance to acid damage by 500%. Target yourself to cast this spell on all of your equipped armor.,600,900,449,70,Item Enchantment,0.15,63,6,25,0,1
3680,Prodigal Acid Protection,Reduces damage the caster takes from acid by 99.9%.,600,900,448,70,Life Magic,0.15,49,16,0,0,0
3681,Prodigal Alchemy Mastery,Increases the caster's Alchemy skill by 250 points.,600,900,450,70,Creature Enchantment,0.15,26,16,0,0,1
3682,Prodigal Arcane Enlightenment,Increases the caster's Arcane Lore skill by 250 points.,600,900,456,70,Creature Enchantment,0.15,26,16,0,0,1
3683,Prodigal Armor Expertise,Increases the caster's Armor Tinkering skill by 250 points.,600,900,452,70,Creature Enchantment,0.15,28,16,0,0,1
3684,Prodigal Armor,Increases the caster's natural armor by 1000 points.,600,900,457,70,Life Magic,0.15,55,16,0,0,1
3685,Prodigal Light Weapon Mastery,Increases the caster's Light Weapons skill by 250 points.,600,900,462,70,Creature Enchantment,0.15,18,16,0,0,1
3686,Prodigal Blade Bane,Increases a shield or piece of armor's resistance to slashing damage by 500%. Target yourself to cast this spell on all of your equipped armor.,600,900,503,70,Item Enchantment,0.15,61,6,25,0,1
3687,Prodigal Blade Protection,Reduces damage the caster takes from Slashing by 99.9%.,600,900,502,70,Life Magic,0.15,47,16,0,0,0
3688,Prodigal Blood Drinker,Increases a weapon's damage value by 50 points.,600,900,473,70,Item Enchantment,0.15,57,257,25,0,1
3689,Prodigal Bludgeon Bane,Increases a shield or piece of armor's resistance to bludgeoning damage by 500%. Target yourself to cast this spell on all of your equipped armor.,600,900,464,70,Item Enchantment,0.15,67,6,25,0,1
3690,Prodigal Bludgeon Protection,Reduces damage the caster takes from Bludgeoning by 99.9%.,600,900,463,70,Life Magic,0.15,55,16,0,0,0
3691,Prodigal Missile Weapon Mastery,Increases the caster's Missile Weapons skill by 250 points.,600,900,465,70,Creature Enchantment,0.15,18,16,0,0,1
3692,Prodigal Cold Protection,Reduces damage the caster takes from Cold by 99.9%.,600,900,466,70,Life Magic,0.15,51,16,0,0,0
3693,Prodigal Cooking Mastery,Increases the caster's Cooking skill by 250 points.,600,900,468,70,Creature Enchantment,0.15,20,16,0,0,1
3694,Prodigal Coordination,Increases the caster's Coordination by 250 points.,600,900,469,70,Creature Enchantment,0.15,8,16,0,0,1
3695,Prodigal Creature Enchantment Mastery,Increases the caster's Creature Enchantment skill by 250 points.,600,900,470,70,Creature Enchantment,0.15,26,16,0,0,1
3696,Prodigal Missile Weapon Mastery,Increases the caster's Missile Weapons skill by 250 points.,600,900,465,70,Creature Enchantment,0.15,18,16,0,0,1
3697,Prodigal Finesse Weapon Mastery,Increases the caster's Finesse Weapons skill by 250 points.,600,900,472,70,Creature Enchantment,0.15,18,16,0,0,1
3698,Prodigal Deception Mastery,Increases the caster's Deception skill by 250 points.,600,900,474,70,Creature Enchantment,0.15,28,16,0,0,1
3699,Prodigal Defender,Increases the Melee Defense skill modifier of a weapon or magic caster by 25%.,600,900,475,70,Item Enchantment,0.15,61,33025,25,0,1
3700,Prodigal Endurance,Increases the caster's Endurance by 250 points.,600,900,478,70,Creature Enchantment,0.15,10,16,0,0,1
3701,Prodigal Fealty,Increases the caster's Loyalty skill by 250 points.,600,900,490,70,Creature Enchantment,0.15,20,16,0,0,1
3702,Prodigal Fire Protection,Reduces damage the caster takes from Fire by 99.9%.,600,900,479,70,Life Magic,0.15,43,16,0,0,0
3703,Prodigal Flame Bane,Increases a shield or piece of armor's resistance to fire damage by 500%. Target yourself to cast this spell on all of your equipped armor.,600,900,480,70,Item Enchantment,0.15,57,6,25,0,1
3704,Prodigal Fletching Mastery,Increases the caster's Fletching skill by 250 points.,600,900,481,70,Creature Enchantment,0.15,20,16,0,0,1
3705,Prodigal Focus,Increases the caster's Focus by 250 points.,600,900,482,70,Creature Enchantment,0.15,16,16,0,0,1
3706,Prodigal Frost Bane,Increases a shield or piece of armor's resistance to cold damage by 500%. Target yourself to cast this spell on all of your equipped armor.,600,900,467,70,Item Enchantment,0.15,65,6,25,0,1
3707,Prodigal Healing Mastery,Increases the caster's Healing skill by 250 points.,600,900,483,70,Creature Enchantment,0.15,20,16,0,0,1
3708,Prodigal Heart Seeker,Increases a weapon's Attack Skill modifier by 25%.,600,900,461,70,Item Enchantment,0.15,59,257,25,0,1
3709,Prodigal Hermetic Link,Increases a magic casting implement's mana conversion bonus by 100%.,600,900,451,70,Item Enchantment,0.15,67,32768,25,0,1
3710,Prodigal Impenetrability,Improves a shield or piece of armor's armor value by 1000 points. Target yourself to cast this spell on all of your equipped armor.,600,900,458,70,Item Enchantment,0.15,142,6,25,0,1
3711,Prodigal Impregnability,Increases the caster's Missile Defense skill by 250 points.,600,900,496,70,Creature Enchantment,0.15,22,16,0,0,1
3712,Prodigal Invulnerability,Increases the caster's Melee Defense skill by 250 points.,600,900,495,70,Creature Enchantment,0.15,22,16,0,0,1
3713,Prodigal Item Enchantment Mastery,Increases the caster's Item Enchantment skill by 250 points.,600,900,485,70,Creature Enchantment,0.15,26,16,0,0,1
3714,Prodigal Item Expertise,Increases the caster's Item Tinkering skill by 250 points.,600,900,453,70,Creature Enchantment,0.15,28,16,0,0,1
3715,Prodigal Jumping Mastery,Increases the caster's Jump skill by 250 points.,600,900,486,70,Creature Enchantment,0.15,24,16,0,0,1
3716,Prodigal Leadership Mastery,Increases the caster's Leadership skill by 250 points.,600,900,487,70,Creature Enchantment,0.15,20,16,0,0,1
3717,Prodigal Life Magic Mastery,Increases the caster's Life Magic skill by 250 points.,600,900,488,70,Creature Enchantment,0.15,26,16,0,0,1
3718,Prodigal Lightning Bane,Increases a shield or piece of armor's resistance to electric damage by 500%. Target yourself to cast this spell on all of your equipped armor.,600,900,477,70,Item Enchantment,0.15,67,6,25,0,1
3719,Prodigal Lightning Protection,Reduces damage the caster takes from Lightning by 99.9%.,600,900,476,70,Life Magic,0.15,53,16,0,0,0
3720,Prodigal Lockpick Mastery,Increases the caster's Lockpick skill by 250 points.,600,900,489,70,Creature Enchantment,0.15,20,16,0,0,1
3721,Prodigal Light Weapon Mastery,Increases the caster's Light Weapons skill by 250 points.,600,900,462,70,Creature Enchantment,0.15,18,16,0,0,1
3722,Prodigal Magic Item Expertise,Increases the caster's Magic Item Tinkering skill by 250 points.,600,900,454,70,Creature Enchantment,0.15,28,16,0,0,1
3723,Prodigal Magic Resistance,Increases the caster's Magic Defense skill by 250 points.,600,900,492,70,Creature Enchantment,0.15,22,16,0,0,1
3724,Prodigal Mana Conversion Mastery,Increases the caster's Mana Conversion skill by 250 points.,600,900,494,70,Creature Enchantment,0.15,26,16,0,0,1
3725,Prodigal Mana Renewal,Increases the caster's natural mana rate by 1000%.,600,900,493,70,Life Magic,0.15,39,16,0,0,1
3726,Prodigal Monster Attunement,Increases the caster's Assess Monster skill by 250 points.,600,900,459,70,Creature Enchantment,0.15,28,16,0,0,1
3727,Prodigal Person Attunement,Increases the caster's Assess Person skill by 250 points.,600,900,460,70,Creature Enchantment,0.15,28,16,0,0,1
3728,Prodigal Piercing Bane,Increases a shield or piece of armor's resistance to piercing damage by 500%. Target yourself to cast this spell on all of your equipped armor.,600,900,498,70,Item Enchantment,0.15,59,6,25,0,1
3729,Prodigal Piercing Protection,Reduces damage the caster takes from Piercing by 99.9%.,600,900,497,70,Life Magic,0.15,45,16,5,0.25,0
3730,Prodigal Quickness,Increases the caster's Quickness by 250 points.,600,900,499,70,Creature Enchantment,0.15,12,16,0,0,1
3731,Prodigal Regeneration,Increase caster's natural healing rate by 1000%.,600,900,484,70,Life Magic,0.15,37,16,5,1,1
3732,Prodigal Rejuvenation,Increases the rate at which the caster regains Stamina by 1000%.,600,900,506,70,Life Magic,0.15,41,16,0,0,1
3733,Prodigal Willpower,Increases the caster's Self by 250 points.,600,900,501,70,Creature Enchantment,0.15,14,16,0,0,1
3734,Prodigal Light Weapon Mastery,Increases the caster's Light Weapons skill by 250 points.,600,900,462,70,Creature Enchantment,0.15,18,16,0,0,1
3735,Prodigal Spirit Drinker,Increases a caster's damage mod by 15%.,600,900,473,70,Item Enchantment,0.15,57,32768,25,0,1
3736,Prodigal Sprint,Increases the caster's Run skill by 250 points.,600,900,500,70,Creature Enchantment,0.15,24,16,0,0,1
3737,Prodigal Light Weapon Mastery,Increases the caster's Light Weapons skill by 250 points.,600,900,462,70,Creature Enchantment,0.15,18,16,0,0,1
3738,Prodigal Strength,Increases the caster's Strength by 250 points.,600,900,507,70,Creature Enchantment,0.15,6,16,0,0,1
3739,Prodigal Swift Killer,Improves a weapon's speed by 1000 points.,600,900,512,70,Item Enchantment,0.15,63,257,25,0,1
3740,Prodigal Heavy Weapon Mastery,Increases the caster's Heavy Weapons skill by 250 points.,600,900,508,70,Creature Enchantment,0.15,18,16,0,0,1
3741,Prodigal Missile Weapon Mastery,Increases the caster's Missile Weapons skill by 250 points.,600,900,465,70,Creature Enchantment,0.15,18,16,0,0,1
3742,Prodigal Light Weapon Mastery,Increases the caster's Light Weapons skill by 250 points.,600,900,462,70,Creature Enchantment,0.15,18,16,0,0,1
3743,Prodigal War Magic Mastery,Increases the caster's War Magic skill by 250 points.,600,900,511,70,Creature Enchantment,0.15,26,16,0,0,1
3744,Prodigal Weapon Expertise,Increases the caster's Weapon Tinkering skill by 250 points.,600,900,455,70,Creature Enchantment,0.15,28,16,0,0,1
3745,Inferior Inferno Aegis,Reduces damage the target takes from Fire by 52%.,245,3600,109,40,Life Magic,0.15,43,16,5,0.55,0
3746,Inferno Aegis,Reduces damage the target takes from Fire by 62%.,295,3600,109,40,Life Magic,0.15,43,16,5,0.55,0
3747,Lesser Inferno Aegis,Reduces damage the target takes from Fire by 45%.,195,3600,109,40,Life Magic,0.15,43,16,5,0.55,0
3748,Master Salvager's Greater Boon,Increases the caster's Salvaging skill by 45 points.,325,360,435,70,Creature Enchantment,0.15,26,16,0,0,1
3749,Master Alchemist's Boon,Increases the caster's Alchemy skill by 45 points.,325,180,221,50,Creature Enchantment,0.15,26,16,0,0,1
3750,Master Alchemist's Greater Boon,Increases the caster's Alchemy skill by 45 points.,325,360,221,50,Creature Enchantment,0.15,26,16,0,0,1
3751,Master Chef's Boon,Increases the target's Cooking skill by 45 points.,325,180,216,70,Creature Enchantment,0.15,20,16,5,0.25,1
3752,Master Chef's Greater Boon,Increases the target's Cooking skill by 45 points.,325,360,216,70,Creature Enchantment,0.15,20,16,5,0.25,1
3753,Fletching Master's Boon,Increases the target's Fletching skill by 45 points.,325,180,218,50,Creature Enchantment,0.2,20,16,5,0.4,1
3754,Fletching Master's Greater Boon,Increases the target's Fletching skill by 45 points.,325,360,218,50,Creature Enchantment,0.2,20,16,5,0.4,1
3755,Master Lockpicker's Boon,Increases the target's Lockpick skill by 45 points.,325,180,73,70,Creature Enchantment,0.15,20,16,5,0.25,1
3756,Master Lockpicker's Greater Boon,Increases the target's Lockpick skill by 45 points.,325,360,73,70,Creature Enchantment,0.15,20,16,5,0.25,1
3757,Master Salvager's Boon,Increases the caster's Salvaging skill by 45 points.,325,180,435,70,Creature Enchantment,0.15,26,16,0,0,1
3758,Inky Armor,Your skin is coated with a fine layer of Niffis ink. Your natural armor is increased by 5 points. Additional spells can be layered over this.,1,3600,513,10,Life Magic,0.01,55,16,0,1,1
3759,Mana Giver,Increases maximum mana by 15 points.,15,510,283,70,Life Magic,0.3,33,16,0,0,1
3760,Culinary Ecstasy,All secondary attributes are increased by 10% for the duration of the spell.,300,1800,410,10,Creature Enchantment,0.01,8,16,5,0.25,1
3761,Fiun Resistance,Increases the target's Magic Defense skill by 5 points. Additional spells can be layered over this.,5,780,514,10,Creature Enchantment,0.01,22,16,0,1,1
3762,Defiled Temple Portal Sending,Transports the target to the Defiled Temple,500,-1,214,50,Item Enchantment,0.25,16,16,30,0,1
